sample_id	gene_name	target_id	target_type	gene_vl
RN16228422	FLJ45983	cg15852223	T	0.0319995
RN16228422	BRCA2	cg15856230	N	0.466106
RN16228422	BRCA2	cg15856230	T	0.593399
RN16228422	CDK4	cg15857731	N	0.0274003
RN16228422	CDK4	cg15857731	T	0.0365437
RN16228422	BRCA2	cg15865175	N	0.0211725
RN16228422	BRCA2	cg15865175	T	0.0200361
RN16228422	EGFR	cg15879911	N	0.899681
RN16228422	EGFR	cg15879911	T	0.620194
RN16228422	ARID1B	cg15887809	N	0.573713
RN16228422	ARID1B	cg15887809	T	0.796595
RN16228422	IGF1R	cg15903819	N	0.92635
RN16228422	IGF1R	cg15903819	T	0.930575
RN16228422	AKT1	cg15912732	N	0.526269
RN16228422	AKT1	cg15912732	T	0.732139
RN16228422	IGF1R	cg15917110	N	0.548526
RN16228422	IGF1R	cg15917110	T	0.882894
RN16228422	CCND1	cg15954335	N	0.0496351
RN16228422	CCND1	cg15954335	T	0.0626528
RN16228422	AKT1	cg15957959	N	0.913396
RN16228422	AKT1	cg15957959	T	0.878906
RN16228422	CCND1	cg15974867	N	0.890137
RN16228422	CCND1	cg15974867	T	0.909042
RN16228422	CDKN2B-AS1	cg15988322	N	0.516085
RN16228422	CDKN2B-AS1	cg15988322	T	0.303994
RN16228422	BRCA1	cg16006004	N	0.657881
RN16228422	BRCA1	cg16006004	T	0.727523
RN16228422	ARID1B	cg16017800	N	0.788116
RN16228422	ARID1B	cg16017800	T	0.708086
RN16228422	ARID1B	cg16028197	N	0.945244
RN16228422	ARID1B	cg16028197	T	0.942793
RN16228422	BRCA1	cg16029534	N	0.965792
RN16228422	BRCA1	cg16029534	T	0.969699
RN16228422	NOTCH3	cg16048781	N	0.815991
RN16228422	NOTCH3	cg16048781	T	0.854752
RN16228422	ERBB2	cg16065186	N	0.0400541
RN16228422	ERBB2	cg16065186	T	0.03239
RN16228422	LPAR6	cg16071219	N	0.0969999
RN16228422	LPAR6	cg16071219	T	0.0986864
RN16228422	CTCF	cg16095417	N	0.969648
RN16228422	CTCF	cg16095417	T	0.968055
RN16228422	ALK	cg16096026	N	0.904513
RN16228422	ALK	cg16096026	T	0.532234
RN16228422	MYC	cg16100135	N	0.0392331
RN16228422	MYC	cg16100135	T	0.0528139
RN16228422	ARID1B	cg16106092	N	0.8132
RN16228422	ARID1B	cg16106092	T	0.959378
RN16228422	IGF1R	cg16111085	N	0.442155
RN16228422	IGF1R	cg16111085	T	0.722371
RN16228422	AKT1	cg16126178	N	0.88891
RN16228422	AKT1	cg16126178	T	0.886416
RN16228422	RB1	cg16153267	N	0.376558
RN16228422	RB1	cg16153267	T	0.362833
RN16228422	ARID1B	cg16158077	N	0.0292387
RN16228422	ARID1B	cg16158077	T	0.0285708
RN16228422	WRAP53	cg16203911	N	0.0289006
RN16228422	WRAP53	cg16203911	T	0.0286823
RN16228422	IGF1R	cg16250040	N	0.848848
RN16228422	IGF1R	cg16250040	T	0.934661
RN16228422	IGF1R	cg16264798	N	0.613523
RN16228422	IGF1R	cg16264798	T	0.356142
RN16228422	GATA3	cg16267979	N	0.632305
RN16228422	GATA3	cg16267979	T	0.685344
RN16228422	ARID1B	cg16292255	N	0.955495
RN16228422	ARID1B	cg16292255	T	0.954296
RN16228422	MDM2	cg16296697	N	0.918539
RN16228422	MDM2	cg16296697	T	0.91888
RN16228422	NBR1	cg16393688	N	0.0283913
RN16228422	NBR1	cg16393688	T	0.0425283
RN16228422	CREBBP	cg16395205	N	0.791099
RN16228422	CREBBP	cg16395205	T	0.934445
RN16228422	TP53	cg16397722	N	0.953185
RN16228422	TP53	cg16397722	T	0.965217
RN16228422	TEX14	cg16398362	N	0.792972
RN16228422	TEX14	cg16398362	T	0.822867
RN16228422	NOTCH3	cg16404047	N	0.0882883
RN16228422	NOTCH3	cg16404047	T	0.321445
RN16228422	PTEN	cg16404460	N	0.0339921
RN16228422	PTEN	cg16404460	T	0.0346391
RN16228422	CREBBP	cg16423638	N	0.955736
RN16228422	CREBBP	cg16423638	T	0.942599
RN16228422	MET	cg16424884	N	0.910493
RN16228422	MET	cg16424884	T	0.685591
RN16228422	PALB2	cg16426870	N	0.0250779
RN16228422	PALB2	cg16426870	T	0.0248916
RN16228422	ARID1B	cg16455339	N	0.912732
RN16228422	ARID1B	cg16455339	T	0.895466
RN16228422	NBR1	cg16463564	N	0.191481
RN16228422	NBR1	cg16463564	T	0.40143
RN16228422	CDKN2A	cg16468520	N	0.0347068
RN16228422	CDKN2A	cg16468520	T	0.0470887
RN16228422	PGAP3	cg16480369	N	0.0293395
RN16228422	PGAP3	cg16480369	T	0.0645219
RN16228422	March9	cg16484811	N	0.0382261
RN16228422	March9	cg16484811	T	0.0518359
RN16228422	EGFR	cg16488565	N	0.714511
RN16228422	EGFR	cg16488565	T	0.303185
RN16228422	CTCF	cg16517579	N	0.342278
RN16228422	CTCF	cg16517579	T	0.299377
RN16228422	BRCA1	cg16550131	N	0.945681
RN16228422	BRCA1	cg16550131	T	0.965572
RN16228422	ALK	cg16555825	N	0.965966
RN16228422	ALK	cg16555825	T	0.706266
RN16228422	IGF1R	cg16556504	N	0.873121
RN16228422	IGF1R	cg16556504	T	0.857502
RN16228422	ERBB2	cg16557858	N	0.787683
RN16228422	ERBB2	cg16557858	T	0.494664
RN16228422	CREBBP	cg16560077	N	0.805858
RN16228422	CREBBP	cg16560077	T	0.908361
RN16228422	CREBBP	cg16569373	N	0.577734
RN16228422	CREBBP	cg16569373	T	0.687433
RN16228422	EGFR	cg16589260	N	0.790555
RN16228422	EGFR	cg16589260	T	0.897723
RN16228422	CREBBP	cg16594957	N	0.953658
RN16228422	CREBBP	cg16594957	T	0.948964
RN16228422	AKT1	cg16600934	N	0.477015
RN16228422	AKT1	cg16600934	T	0.374031
RN16228422	CDKN2A	cg16606671	N	0.380716
RN16228422	CDKN2A	cg16606671	T	0.681593
RN16228422	ALK	cg16612625	N	0.939154
RN16228422	ALK	cg16612625	T	0.934321
RN16228422	BRCA1	cg16630982	N	0.0300073
RN16228422	BRCA1	cg16630982	T	0.0455588
RN16228422	CREBBP	cg16660359	N	0.852266
RN16228422	CREBBP	cg16660359	T	0.916304
RN16228422	ARID1B	cg16677621	N	0.783954
RN16228422	ARID1B	cg16677621	T	0.822756
RN16228422	PTEN	cg16686761	N	0.0536216
RN16228422	PTEN	cg16686761	T	0.0472423
RN16228422	PTEN	cg16687447	N	0.0272818
RN16228422	PTEN	cg16687447	T	0.027972
RN16228422	ATM	cg16693212	N	0.0472114
RN16228422	ATM	cg16693212	T	0.0362183
RN16228422	ALK	cg16699354	N	0.312335
RN16228422	ALK	cg16699354	T	0.123117
RN16228422	ATM	cg16700399	N	0.684543
RN16228422	ATM	cg16700399	T	0.576643
RN16228422	ARID1A	cg16701767	N	0.0930957
RN16228422	ARID1A	cg16701767	T	0.111333
RN16228422	NBR1	cg16707139	N	0.0229683
RN16228422	NBR1	cg16707139	T	0.0325423
RN16228422	CDK4	cg16716518	N	0.0309742
RN16228422	CDK4	cg16716518	T	0.0334618
RN16228422	ARID1B	cg16719194	N	0.890721
RN16228422	ARID1B	cg16719194	T	0.876111
RN16228422	BRCA2	cg16725191	N	0.95662
RN16228422	BRCA2	cg16725191	T	0.946565
RN16228422	IGF1R	cg16735875	N	0.924744
RN16228422	IGF1R	cg16735875	T	0.883529
RN16228422	CDH1	cg16739895	N	0.0321269
RN16228422	CDH1	cg16739895	T	0.0318784
RN16228422	EGFR	cg16751451	N	0.430336
RN16228422	EGFR	cg16751451	T	0.434535
RN16228422	NPAT	cg16788234	N	0.0547238
RN16228422	NPAT	cg16788234	T	0.0541894
RN16228422	CCND1	cg16794682	N	0.806197
RN16228422	CCND1	cg16794682	T	0.88045
RN16228422	ARID1A	cg16803621	N	0.417847
RN16228422	ARID1A	cg16803621	T	0.741328
RN16228422	CDK4	cg16807911	N	0.128391
RN16228422	CDK4	cg16807911	T	0.127621
RN16228422	PIK3CA	cg16826647	N	0.0379299
RN16228422	PIK3CA	cg16826647	T	0.0380538
RN16228422	IGF1R	cg16857546	N	0.894635
RN16228422	IGF1R	cg16857546	T	0.916869
RN16228422	ERBB3	cg16867003	N	0.976813
RN16228422	ERBB3	cg16867003	T	0.973347
RN16228422	IGF1R	cg16904445	N	0.920489
RN16228422	IGF1R	cg16904445	T	0.961414
RN16228422	ARID1B	cg16912836	N	0.971379
RN16228422	ARID1B	cg16912836	T	0.961108
RN16228422	ARID1B	cg16915580	N	0.688039
RN16228422	ARID1B	cg16915580	T	0.577454
RN16228422	IGF1R	cg16918683	N	0.96549
RN16228422	IGF1R	cg16918683	T	0.959982
RN16228422	BRCA1	cg16919093	N	0.933043
RN16228422	BRCA1	cg16919093	T	0.90412
RN16228422	EGFR	cg16956218	N	0.897915
RN16228422	EGFR	cg16956218	T	0.422335
RN16228422	BRCA1	cg16963062	N	0.0293076
RN16228422	BRCA1	cg16963062	T	0.0468682
RN16228422	CCND1	cg16969182	N	0.0275409
RN16228422	CCND1	cg16969182	T	0.0298634
RN16228422	IGF1R	cg16978130	N	0.951392
RN16228422	IGF1R	cg16978130	T	0.805377
RN16228422	RB1	cg16985320	N	0.0282806
RN16228422	RB1	cg16985320	T	0.0379962
RN16228422	ERBB3	cg17005053	N	0.96185
RN16228422	ERBB3	cg17005053	T	0.9628
RN16228422	IGF1R	cg17009143	N	0.783027
RN16228422	IGF1R	cg17009143	T	0.751933
RN16228422	CDH1	cg17030097	N	0.583234
RN16228422	CDH1	cg17030097	T	0.373738
RN16228422	ARHGAP31	cg17053103	N	0.853017
RN16228422	ARHGAP31	cg17053103	T	0.623205
RN16228422	RB1	cg17055959	N	0.0268436
RN16228422	RB1	cg17055959	T	0.0292438
RN16228422	ARID1B	cg17056413	N	0.827015
RN16228422	ARID1B	cg17056413	T	0.514453
RN16228422	ATM	cg17066171	N	0.948117
RN16228422	ATM	cg17066171	T	0.804427
RN16228422	IGF1R	cg17074431	N	0.49449
RN16228422	IGF1R	cg17074431	T	0.578887
RN16228422	NOTCH3	cg17075538	N	0.0364002
RN16228422	NOTCH3	cg17075538	T	0.024345
RN16228422	PTEN	cg17083429	N	0.659824
RN16228422	PTEN	cg17083429	T	0.848827
RN16228422	CREBBP	cg17109865	N	0.491415
RN16228422	CREBBP	cg17109865	T	0.659121
RN16228422	PTEN	cg17114151	N	0.0253074
RN16228422	PTEN	cg17114151	T	0.0285313
RN16228422	ATM	cg17114932	N	0.0274314
RN16228422	ATM	cg17114932	T	0.0414312
RN16228422	GATA3	cg17124583	N	0.439128
RN16228422	GATA3	cg17124583	T	0.34689
RN16228422	ARID1B	cg17128184	N	0.95824
RN16228422	ARID1B	cg17128184	T	0.962711
RN16228422	ERBB2	cg17159843	N	0.146258
RN16228422	ERBB2	cg17159843	T	0.0941607
RN16228422	MYC	cg17160660	N	0.18373
RN16228422	MYC	cg17160660	T	0.127322
RN16228422	IGF1R	cg17163607	N	0.96845
RN16228422	IGF1R	cg17163607	T	0.974666
RN16228422	ARID1B	cg17164954	N	0.65633
RN16228422	ARID1B	cg17164954	T	0.871593
RN16228422	ARID3B	cg17165156	N	0.0534674
RN16228422	ARID3B	cg17165156	T	0.0526956
RN16228422	ARID1B	cg17174091	N	0.259761
RN16228422	ARID1B	cg17174091	T	0.491942
RN16228422	ARID1A	cg17196984	N	0.964343
RN16228422	ARID1A	cg17196984	T	0.963822
RN16228422	IGF1R	cg17297216	N	0.040828
RN16228422	IGF1R	cg17297216	T	0.315431
RN16228422	MYC	cg17299732	N	0.195333
RN16228422	MYC	cg17299732	T	0.183549
RN16228422	NBR2	cg17301289	N	0.0320932
RN16228422	NBR2	cg17301289	T	0.0375737
RN16228422	EGFR	cg17319788	N	0.544989
RN16228422	EGFR	cg17319788	T	0.677058
RN16228422	MDM2	cg17340511	N	0.909544
RN16228422	MDM2	cg17340511	T	0.896027
RN16228422	WRAP53	cg17348722	N	0.646408
RN16228422	WRAP53	cg17348722	T	0.611776
RN16228422	IGF1R	cg17375167	N	0.180954
RN16228422	IGF1R	cg17375167	T	0.193629
RN16228422	NBR1	cg17379558	N	0.0327062
RN16228422	NBR1	cg17379558	T	0.0527231
RN16228422	ARID1A	cg17385674	N	0.0411791
RN16228422	ARID1A	cg17385674	T	0.0960137
RN16228422	EGFR	cg17389149	N	0.924696
RN16228422	EGFR	cg17389149	T	0.913231
RN16228422	RB1	cg17419299	N	0.907896
RN16228422	RB1	cg17419299	T	0.93999
RN16228422	ATM	cg17420659	N	0.0189035
RN16228422	ATM	cg17420659	T	0.0411046
RN16228422	MDM2	cg17456064	N	0.81131
RN16228422	MDM2	cg17456064	T	0.831309
RN16228422	TP53	cg17461511	N	0.0363578
RN16228422	TP53	cg17461511	T	0.0522108
RN16228422	ARID1B	cg17475813	N	0.972907
RN16228422	ARID1B	cg17475813	T	0.970409
RN16228422	PTEN	cg17489897	N	0.0366142
RN16228422	PTEN	cg17489897	T	0.0417984
RN16228422	GATA3	cg17489908	N	0.198428
RN16228422	GATA3	cg17489908	T	0.330114
RN16228422	CREBBP	cg17496602	N	0.573583
RN16228422	CREBBP	cg17496602	T	0.818123
RN16228422	MYC	cg17505251	N	0.0178971
RN16228422	MYC	cg17505251	T	0.0220227
RN16228422	NOTCH3	cg17519949	N	0.806809
RN16228422	NOTCH3	cg17519949	T	0.905452
RN16228422	BRCA1	cg17526501	N	0.977208
RN16228422	BRCA1	cg17526501	T	0.959931
RN16228422	DCTN5	cg17536474	N	0.777914
RN16228422	DCTN5	cg17536474	T	0.938998
RN16228422	CDKN2B-AS1	cg17539720	N	0.875839
RN16228422	CDKN2B-AS1	cg17539720	T	0.878144
RN16228422	ARHGAP31	cg17548367	N	0.942662
RN16228422	ARHGAP31	cg17548367	T	0.920502
RN16228422	PTEN	cg17557106	N	0.0313765
RN16228422	PTEN	cg17557106	T	0.031206
RN16228422	CREBBP	cg17559206	N	0.968866
RN16228422	CREBBP	cg17559206	T	0.959903
RN16228422	FLJ45983	cg17566118	N	0.0576062
RN16228422	FLJ45983	cg17566118	T	0.0527609
RN16228422	ARID1B	cg17566878	N	0.963589
RN16228422	ARID1B	cg17566878	T	0.741755
RN16228422	ALK	cg17589866	N	0.722465
RN16228422	ALK	cg17589866	T	0.298056
RN16228422	ARID1B	cg17596249	N	0.74249
RN16228422	ARID1B	cg17596249	T	0.87856
RN16228422	ARHGAP31	cg17598128	N	0.953244
RN16228422	ARHGAP31	cg17598128	T	0.952745
RN16228422	FLJ45983	cg17611674	N	0.508205
RN16228422	FLJ45983	cg17611674	T	0.507703
RN16228422	ALK	cg17614466	N	0.911804
RN16228422	ALK	cg17614466	T	0.907593
RN16228422	RAF1	cg17630144	N	0.905959
RN16228422	RAF1	cg17630144	T	0.875806
RN16228422	PIK3CA	cg17631984	N	0.945789
RN16228422	PIK3CA	cg17631984	T	0.952334
RN16228422	CDH1	cg17655614	N	0.21946
RN16228422	CDH1	cg17655614	T	0.194016
RN16228422	ARID1B	cg17719099	N	0.674047
RN16228422	ARID1B	cg17719099	T	0.676241
RN16228422	ATM	cg17726328	N	0.876293
RN16228422	ATM	cg17726328	T	0.907834
RN16228422	ARHGAP31	cg17727159	N	0.549727
RN16228422	ARHGAP31	cg17727159	T	0.884237
RN16228422	CTCF	cg17816423	N	0.926402
RN16228422	CTCF	cg17816423	T	0.957134
RN16228422	9.Mar	cg17828445	N	0.529356
RN16228422	9.Mar	cg17828445	T	0.721142
RN16228422	ALK	cg17834606	N	0.960483
RN16228422	ALK	cg17834606	T	0.76895
RN16228422	ERBB3	cg17843101	N	0.818413
RN16228422	ERBB3	cg17843101	T	0.809379
RN16228422	BRCA2	cg17861667	N	0.943853
RN16228422	BRCA2	cg17861667	T	0.952091
RN16228422	FLJ45983	cg17891011	N	0.0878178
RN16228422	FLJ45983	cg17891011	T	0.0448642
RN16228422	IGF1R	cg17894803	N	0.964974
RN16228422	IGF1R	cg17894803	T	0.951573
RN16228422	EGFR	cg17902703	N	0.802311
RN16228422	EGFR	cg17902703	T	0.847369
RN16228422	CDH1	cg17913602	N	0.426965
RN16228422	CDH1	cg17913602	T	0.513492
RN16228422	BRCA2	cg17914584	N	0.940732
RN16228422	BRCA2	cg17914584	T	0.880003
RN16228422	ARID1B	cg17929152	N	0.958112
RN16228422	ARID1B	cg17929152	T	0.939062
RN16228422	NOTCH3	cg17944161	N	0.0502228
RN16228422	NOTCH3	cg17944161	T	0.0569529
RN16228422	PALB2	cg17963157	N	0.478462
RN16228422	PALB2	cg17963157	T	0.855041
RN16228422	NEUROD2	cg18016730	N	0.0620492
RN16228422	NEUROD2	cg18016730	T	0.226717
RN16228422	ALK	cg18022777	N	0.0683059
RN16228422	ALK	cg18022777	T	0.17071
RN16228422	ATM	cg18042593	N	0.0489047
RN16228422	ATM	cg18042593	T	0.0631077
RN16228422	NBR1	cg18045093	N	0.0528925
RN16228422	NBR1	cg18045093	T	0.0723454
RN16228422	EGFR	cg18071865	N	0.559585
RN16228422	EGFR	cg18071865	T	0.504009
RN16228422	AKT1	cg18071894	N	0.20933
RN16228422	AKT1	cg18071894	T	0.291354
RN16228422	IGF1R	cg18074820	N	0.66589
RN16228422	IGF1R	cg18074820	T	0.929868
RN16228422	CDGAP	cg18100827	N	0.0417103
RN16228422	CDGAP	cg18100827	T	0.0416618
RN16228422	ALK	cg18110277	N	0.798514
RN16228422	ALK	cg18110277	T	0.483168
RN16228422	CDKN2A-AS1	cg18110914	N	0.528946
RN16228422	CDKN2A-AS1	cg18110914	T	0.745817
RN16228422	PTEN	cg18141918	N	0.0829711
RN16228422	PTEN	cg18141918	T	0.0762
RN16228422	CDKN2A	cg18153401	N	0.0293671
RN16228422	CDKN2A	cg18153401	T	0.0329086
RN16228422	MIR744	cg18156845	N	0.905825
RN16228422	MIR744	cg18156845	T	0.901943
RN16228422	IGF1R	cg18158670	N	0.829644
RN16228422	IGF1R	cg18158670	T	0.872331
RN16228422	FLJ45983	cg18187680	N	0.111431
RN16228422	FLJ45983	cg18187680	T	0.074202
RN16228422	ARID3B	cg18194957	N	0.0442428
RN16228422	ARID3B	cg18194957	T	0.0458596
RN16228422	TP53	cg18198734	N	0.702556
RN16228422	TP53	cg18198734	T	0.870611
RN16228422	IGF1R	cg18202336	N	0.0461173
RN16228422	IGF1R	cg18202336	T	0.0477458
RN16228422	ARID1B	cg18205017	N	0.967616
RN16228422	ARID1B	cg18205017	T	0.969292
RN16228422	PIK3CA	cg18241840	N	0.039474
RN16228422	PIK3CA	cg18241840	T	0.0506843
RN16228422	CASC11	cg18270406	N	0.0339487
RN16228422	CASC11	cg18270406	T	0.0581626
RN16228422	ALK	cg18277754	N	0.0465079
RN16228422	ALK	cg18277754	T	0.490756
RN16228422	MET	cg18285813	N	0.978028
RN16228422	MET	cg18285813	T	0.978415
RN16228422	WRAP53	cg18311066	N	0.0348072
RN16228422	WRAP53	cg18311066	T	0.0386902
RN16228422	IGF1R	cg18313083	N	0.969691
RN16228422	IGF1R	cg18313083	T	0.967763
RN16228422	MET	cg18313221	N	0.0460748
RN16228422	MET	cg18313221	T	0.0611987
RN16228422	RAF1	cg18331396	N	0.023661
RN16228422	RAF1	cg18331396	T	0.0228729
RN16228422	IGF1R	cg18359129	N	0.863087
RN16228422	IGF1R	cg18359129	T	0.882625
RN16228422	ALK	cg18363294	N	0.329006
RN16228422	ALK	cg18363294	T	0.126733
RN16228422	ERBB3	cg18365041	N	0.927032
RN16228422	ERBB3	cg18365041	T	0.929223
RN16228422	BRCA1	cg18372208	N	0.728345
RN16228422	BRCA1	cg18372208	T	0.918656
RN16228422	PTEN	cg18384060	N	0.0178198
RN16228422	PTEN	cg18384060	T	0.0245952
RN16228422	PTEN	cg18387270	N	0.252129
RN16228422	PTEN	cg18387270	T	0.311461
RN16228422	ATM	cg18391757	N	0.0575532
RN16228422	ATM	cg18391757	T	0.0593106
RN16228422	AKT1	cg18426060	N	0.0560544
RN16228422	AKT1	cg18426060	T	0.0516562
RN16228422	EGFR	cg18452131	N	0.905291
RN16228422	EGFR	cg18452131	T	0.701147
RN16228422	ATM	cg18457775	N	0.0263792
RN16228422	ATM	cg18457775	T	0.0232353
RN16228422	EGFR	cg18461584	N	0.929625
RN16228422	EGFR	cg18461584	T	0.547545
RN16228422	CDGAP	cg18470594	N	0.0152551
RN16228422	CDGAP	cg18470594	T	0.0359921
RN16228422	ATM	cg18474718	N	0.634754
RN16228422	ATM	cg18474718	T	0.657233
RN16228422	RB1	cg18481241	N	0.783493
RN16228422	RB1	cg18481241	T	0.736858
RN16228422	NEUROD2	cg18482164	N	0.167762
RN16228422	NEUROD2	cg18482164	T	0.730296
RN16228422	ARHGAP31	cg18491572	N	0.822313
RN16228422	ARHGAP31	cg18491572	T	0.749809
RN16228422	IGF1R	cg18542304	N	0.877734
RN16228422	IGF1R	cg18542304	T	0.756805
RN16228422	ARID1B	cg18546989	N	0.653498
RN16228422	ARID1B	cg18546989	T	0.746237
RN16228422	NEUROD2	cg18559249	N	0.277089
RN16228422	NEUROD2	cg18559249	T	0.557722
RN16228422	RAF1	cg18568714	N	0.0378027
RN16228422	RAF1	cg18568714	T	0.0449489
RN16228422	GATA3	cg18599069	N	0.0837749
RN16228422	GATA3	cg18599069	T	0.0712738
RN16228422	IGF1R	cg18618213	N	0.89749
RN16228422	IGF1R	cg18618213	T	0.942845
RN16228422	ERBB3	cg18659728	N	0.953921
RN16228422	ERBB3	cg18659728	T	0.962813
RN16228422	AKT1	cg18664856	N	0.970286
RN16228422	AKT1	cg18664856	T	0.969998
RN16228422	PTEN	cg18665732	N	0.0205895
RN16228422	PTEN	cg18665732	T	0.0225793
RN16228422	MDM2	cg18670995	N	0.871545
RN16228422	MDM2	cg18670995	T	0.867333
RN16228422	RAF1	cg18676110	N	0.0298194
RN16228422	RAF1	cg18676110	T	0.0307841
RN16228422	ARID1B	cg18678643	N	0.800505
RN16228422	ARID1B	cg18678643	T	0.501054
RN16228422	AKT1	cg18690816	N	0.158485
RN16228422	AKT1	cg18690816	T	0.199349
RN16228422	NOTCH3	cg18718410	N	0.835677
RN16228422	NOTCH3	cg18718410	T	0.883904
RN16228422	ARID1B	cg18728316	N	0.937596
RN16228422	ARID1B	cg18728316	T	0.964842
RN16228422	FLJ45983	cg18738647	N	0.0588188
RN16228422	FLJ45983	cg18738647	T	0.0405399
RN16228422	MET	cg18762488	N	0.642791
RN16228422	MET	cg18762488	T	0.609278
RN16228422	PIK3CA	cg18786012	N	0.76801
RN16228422	PIK3CA	cg18786012	T	0.793567
RN16228422	MAP2K4	cg18800676	N	0.947392
RN16228422	MAP2K4	cg18800676	T	0.9375
RN16228422	EGFR	cg18809076	N	0.753903
RN16228422	EGFR	cg18809076	T	0.941227
RN16228422	ARID1B	cg18812843	N	0.951579
RN16228422	ARID1B	cg18812843	T	0.663614
RN16228422	PTEN	cg18819818	N	0.0347084
RN16228422	PTEN	cg18819818	T	0.0387379
RN16228422	ARID1B	cg18829541	N	0.983008
RN16228422	ARID1B	cg18829541	T	0.979687
RN16228422	BRCA1	cg18830083	N	0.950944
RN16228422	BRCA1	cg18830083	T	0.91264
RN16228422	ARID1B	cg18863130	N	0.913632
RN16228422	ARID1B	cg18863130	T	0.956752
RN16228422	NOTCH3	cg18875435	N	0.750413
RN16228422	NOTCH3	cg18875435	T	0.777717
RN16228422	CREBBP	cg18887119	N	0.969848
RN16228422	CREBBP	cg18887119	T	0.966313
RN16228422	CREBBP	cg18923228	N	0.446046
RN16228422	CREBBP	cg18923228	T	0.622967
RN16228422	MAP2K4	cg18951537	N	0.850871
RN16228422	MAP2K4	cg18951537	T	0.928122
RN16228422	PTEN	cg18953873	N	0.0352697
RN16228422	PTEN	cg18953873	T	0.0451131
RN16228422	ALK	cg18959065	N	0.969968
RN16228422	ALK	cg18959065	T	0.857749
RN16228422	ARID1A	cg18973247	N	0.543054
RN16228422	ARID1A	cg18973247	T	0.577788
RN16228422	ARID1A	cg18993254	N	0.635015
RN16228422	ARID1A	cg18993254	T	0.892539
RN16228422	NOTCH3	cg19012044	N	0.861481
RN16228422	NOTCH3	cg19012044	T	0.734593
RN16228422	NBR2	cg19015955	N	0.433051
RN16228422	NBR2	cg19015955	T	0.480383
RN16228422	CCND1	cg19047670	N	0.718517
RN16228422	CCND1	cg19047670	T	0.883483
RN16228422	ARID1B	cg19062812	N	0.879907
RN16228422	ARID1B	cg19062812	T	0.895109
RN16228422	EGFR	cg19083626	N	0.840518
RN16228422	EGFR	cg19083626	T	0.722746
RN16228422	BRCA1	cg19088651	N	0.0529042
RN16228422	BRCA1	cg19088651	T	0.0595803
RN16228422	ATM	cg19115729	N	0.968515
RN16228422	ATM	cg19115729	T	0.957544
RN16228422	NEUROD2	cg19130978	N	0.0691235
RN16228422	NEUROD2	cg19130978	T	0.250676
RN16228422	CDKN2B	cg19133618	N	0.0252169
RN16228422	CDKN2B	cg19133618	T	0.0247719
RN16228422	CCND1	cg19137748	N	0.83873
RN16228422	CCND1	cg19137748	T	0.936194
RN16228422	CDKN2B-AS1	cg19141668	N	0.929451
RN16228422	CDKN2B-AS1	cg19141668	T	0.868597
RN16228422	ARID3B	cg19144497	N	0.490798
RN16228422	ARID3B	cg19144497	T	0.390972
RN16228422	PALB2	cg19165592	N	0.892901
RN16228422	PALB2	cg19165592	T	0.878179
RN16228422	NBR2	cg19179150	N	0.684459
RN16228422	NBR2	cg19179150	T	0.669447
RN16228422	ARID3B	cg19187486	N	0.0442297
RN16228422	ARID3B	cg19187486	T	0.0604855
RN16228422	ALK	cg19189422	N	0.0969707
RN16228422	ALK	cg19189422	T	0.0573317
RN16228422	ERBB3	cg19190068	N	0.928242
RN16228422	ERBB3	cg19190068	T	0.915367
RN16228422	ARID1B	cg19205500	N	0.953208
RN16228422	ARID1B	cg19205500	T	0.950969
RN16228422	TEX14	cg19208681	N	0.514315
RN16228422	TEX14	cg19208681	T	0.476749
RN16228422	CCND1	cg19209049	N	0.0722555
RN16228422	CCND1	cg19209049	T	0.100826
RN16228422	CREBBP	cg19210352	N	0.961456
RN16228422	CREBBP	cg19210352	T	0.960351
RN16228422	CDKN2B	cg19233179	N	0.0445692
RN16228422	CDKN2B	cg19233179	T	0.0457806
RN16228422	RB1	cg19254235	N	0.700079
RN16228422	RB1	cg19254235	T	0.818396
RN16228422	ERBB3	cg19258882	N	0.220584
RN16228422	ERBB3	cg19258882	T	0.224434
RN16228422	MDM2	cg19261497	N	0.429881
RN16228422	MDM2	cg19261497	T	0.279147
RN16228422	ATM	cg19288979	N	0.0537439
RN16228422	ATM	cg19288979	T	0.0666911
RN16228422	RB1	cg19296958	N	0.774095
RN16228422	RB1	cg19296958	T	0.766768
RN16228422	FLJ45983	cg19315863	N	0.0244287
RN16228422	FLJ45983	cg19315863	T	0.0305842
RN16228422	CTCF	cg19318426	N	0.884848
RN16228422	CTCF	cg19318426	T	0.894217
RN16228422	ERBB2	cg19322160	N	0.966331
RN16228422	ERBB2	cg19322160	T	0.980129
RN16228422	IGF1R	cg19322380	N	0.689204
RN16228422	IGF1R	cg19322380	T	0.769685
RN16228422	ARID1B	cg19343518	N	0.405811
RN16228422	ARID1B	cg19343518	T	0.40591
RN16228422	PTEN	cg19358349	N	0.169415
RN16228422	PTEN	cg19358349	T	0.246551
RN16228422	ARID1A	cg19375767	N	0.932915
RN16228422	ARID1A	cg19375767	T	0.918598
RN16228422	NOTCH3	cg19388017	N	0.971098
RN16228422	NOTCH3	cg19388017	T	0.96758
RN16228422	RAF1	cg19392326	N	0.916689
RN16228422	RAF1	cg19392326	T	0.899049
RN16228422	IGF1R	cg19427276	N	0.812812
RN16228422	IGF1R	cg19427276	T	0.946805
RN16228422	RB1	cg19427472	N	0.850037
